CaseMasterID,CrimeNo,UnitID,DistrictID,CaseCategoryID,CrimeHeadID,CrimeSubHeadID,GravityOffenceID,CrimeRegisteredDate,CrimeRegisteredTime,OccurrenceFromDate,OccurrenceToDate,Latitude,Longitude,PlaceOfOffence,BriefFacts,IOEmployeeID,CaseStatus,Active
4825,100161011202300003,208,16,1,2,8,3,2023-05-31,22:19,2023-05-30,2023-05-31,14.827799,75.090251,"the sugar factory road, Haveri","The complainant was speaking on his mobile phone standing near the government hospital at Vinoba Nagar, Haveri when an unknown person snatched the handset from his hand and ran towards the village outskirts. The phone is a Oppo A valued at Rs 104,000.",1271,Undetected,Y
4826,100101006202200005,124,10,1,2,9,1,2022-11-15,23:21,2022-11-15,2022-11-15,14.301933,76.41993,"the APMC yard, Chitradurga","The complainant was travelling in his car near the APMC yard at Cantonment, Chitradurga when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 47,500.",746,Undetected,Y
4827,100041002202300019,47,4,1,2,6,2,2023-07-02,02:28,2023-06-30,2023-07-02,13.215904,77.558422,"the taluk office, Bengaluru Urban","The complainant had locked the house at Rural, Bengaluru Urban and gone to his native place. On return he found the rear door broken open. Unknown accused entered the house during night hours, broke open the almirah and committed theft of gold ornaments and cash totalling Rs 154,500.",262,Undetected,Y
4828,100151002202400003,181,15,1,2,10,3,2024-11-23,02:49,2024-11-23,2024-11-23,12.772996,76.080487,"the railway station, Hassan","The complainant had tied his cattle in the shed adjoining his house at Industrial Area, Hassan. During the night the accused untied and took away 10 head of cattle valued at Rs 374,500 in a goods vehicle.",1090,Undetected,Y
4829,100231006202200002,302,23,1,4,12,2,2022-02-24,10:11,2022-02-24,2022-02-24,16.179873,76.954399,"the temple street, Raichur","The accused induced the complainant to invest in a chit scheme operated from Vidya Nagar, Raichur, collected Rs 37,000 in instalments and failed to pay the prize amount on maturity, thereby cheating the complainant.",1875,Undetected,Y
4830,100041001202600029,46,4,1,2,8,2,2026-03-23,10:16,2026-03-22,2026-03-23,12.666348,77.467232,"the government hospital, Bengaluru Urban","The complainant was walking near the government hospital at Industrial Area, Bengaluru Urban at about 04.15 hours. Two persons who came on a motorcycle snatched the gold chain weighing 40 grams from her neck and sped away towards the ring road. Value of property Rs 12,000.",257,Undetected,Y
4831,300041001202100003,46,4,3,5,15,2,2021-09-12,19:01,2021-09-12,2021-09-12,12.737248,77.617821,"the housing board colony, Bengaluru Urban","During vehicle checking near the vegetable market at Traffic, Bengaluru Urban the accused travelling in a Maruti Omni van bearing number KA28RG5149 was found transporting 20 kilograms of ganja. The substance tested positive on field kit and was seized.",255,Undetected,Y
4832,100231007202200004,303,23,1,4,12,2,2022-06-10,11:19,2022-06-09,2022-06-10,16.228278,77.646979,"the college ground, Raichur","ಆರೋಪಿಯು Shivaji Nagar, Raichur ನಲ್ಲಿ ಹಣಕಾಸು ಸಂಸ್ಥೆಯ ಮಾಲೀಕನೆಂದು ಹೇಳಿಕೊಂಡು ದೂರುದಾರರಿಂದ ಠೇವಣಿ ಸಂಗ್ರಹಿಸಿ, ನಂತರ ಕಚೇರಿ ಮುಚ್ಚಿ ಪರಾರಿಯಾಗಿರುತ್ತಾನೆ. ವಂಚಿಸಿದ ಮೊತ್ತ ರೂ 63,000.",1884,Undetected,Y
4833,100191001202400003,238,19,1,2,6,2,2024-07-16,03:52,2024-07-13,2024-07-16,13.195832,77.922327,"the APMC yard, Kolar","Unknown accused broke the shutter lock of the shop of the complainant situated at Vidya Nagar, Kolar during night hours and committed theft of cash from the counter and goods worth Rs 269,000.",1450,Undetected,Y
4834,300131001202500014,158,13,3,5,16,3,2025-11-02,04:18,2025-11-02,2025-11-02,15.282995,75.175061,"the college ground, Dharwad","The accused was found illegally extracting and transporting minor mineral from the river bed near the vegetable market at Kote, Dharwad using a Hero Splendor motorcycle. No royalty receipt or transport permit was produced.",955,Undetected,Y
4835,300101010202100002,129,10,3,5,16,3,2021-12-14,02:47,2021-12-14,2021-12-14,13.951695,76.446642,"the vegetable market, Chitradurga","During night patrolling near the river bed at Vidya Nagar, Chitradurga a Maruti Omni van bearing registration KA11TW3553 was found transporting sand without a valid permit. The vehicle and 8 units of sand valued at Rs 195,000 were seized.",777,Undetected,Y
4836,300131001202600014,158,13,3,5,14,3,2026-03-03,01:01,2026-03-01,2026-03-03,15.363886,75.213312,"the petrol bunk, Dharwad","On credible information a raid was conducted near Gandhi Nagar, Dharwad at about 17.00 hours. The accused was found transporting 12 boxes of Indian made liquor without a valid permit in a TVS XL moped. Contraband valued at Rs 423,500 was seized.",955,Undetected,Y
4837,100231007202100002,303,23,1,2,6,2,2021-12-09,01:35,2021-12-08,2021-12-09,16.364302,77.656776,"the petrol bunk, Raichur","Unknown accused broke the shutter lock of the shop of the complainant situated at Cantonment, Raichur during night hours and committed theft of cash from the counter and goods worth Rs 117,000.",1884,Undetected,Y
4838,100181003202600004,229,18,1,4,13,3,2026-01-31,09:00,2026-01-28,2026-01-31,12.739328,75.547093,"the government hospital, Kodagu","ದೂರುದಾರರು the government hospital at Camp, Kodagu ನಲ್ಲಿನ ಎಟಿಎಂ ಬಳಸಿದ್ದು, ನಂತರ ಅವರ ಖಾತೆಯಿಂದ ರೂ 169,000 ಹಣ ಅವರ ಅರಿವಿಲ್ಲದೆ ವರ್ಗಾವಣೆಯಾಗಿರುತ್ತದೆ.",1409,Undetected,Y
4839,300041004202400048,49,4,3,5,15,2,2024-10-01,21:26,2024-09-30,2024-10-01,13.160452,77.427135,"the vegetable market, Bengaluru Urban","ಮಾಹಿತಿಯ ಮೇರೆಗೆ Camp, Bengaluru Urban ಬಳಿ ತಪಾಸಣೆ ನಡೆಸಿದಾಗ ಆರೋಪಿಯು 16 ಕಿಲೋ ಗಾಂಜಾವನ್ನು ಗೋಣಿಚೀಲದಲ್ಲಿ ಇಟ್ಟುಕೊಂಡಿರುವುದು ಕಂಡುಬಂದಿದ್ದು, ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",274,Undetected,Y
4840,300181006202200015,233,18,3,5,14,3,2022-05-04,22:35,2022-05-03,2022-05-04,12.659217,75.962785,"the railway station, Kodagu","ಖಚಿತ ಮಾಹಿತಿಯ ಮೇರೆಗೆ Ring Road, Kodagu ಬಳಿ ದಾಳಿ ನಡೆಸಲಾಯಿತು. ಆರೋಪಿಯು ಪರವಾನಗಿ ಇಲ್ಲದೆ 9 ಪೆಟ್ಟಿಗೆ ಮದ್ಯವನ್ನು ಸಾಗಿಸುತ್ತಿದ್ದು, ರೂ 253,000 ಮೌಲ್ಯದ ಮಾಲನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",1428,Undetected,Y
4841,100091009202500003,113,9,1,2,8,3,2025-08-08,22:35,2025-08-06,2025-08-08,13.434336,75.567949,"the taluk office, Chikkamagaluru","At about 00.30 hours near Camp, Chikkamagaluru the accused riding pillion on a motorcycle snatched the mobile phone of the complainant and escaped. Handset make Vivo Y, value Rs 343,000.",681,Undetected,Y
4842,100041002202500025,47,4,1,1,1,1,2025-10-15,18:09,2025-10-15,2025-10-15,13.216454,77.559901,"the housing board colony, Bengaluru Urban","The deceased was found lying in a pool of blood near the temple street at Industrial Area, Bengaluru Urban. Investigation reveals that the accused, over a dispute regarding a share in ancestral property, stabbed the deceased with a knife causing fatal injuries.",262,Undetected,Y
4843,100101005202400010,123,10,1,4,12,2,2024-07-06,13:49,2024-07-04,2024-07-06,14.32528,76.192991,"the taluk office, Chitradurga","The accused induced the complainant to invest in a chit scheme operated from the petrol bunk at Halli, Chitradurga, collected Rs 283,000 in instalments and failed to pay the prize amount on maturity, thereby cheating the complainant.",741,Undetected,Y
4844,100291006202200005,370,29,1,1,1,1,2022-03-28,03:43,2022-03-27,2022-03-28,16.943149,76.014689,"the bus stand, Vijayapura","The deceased was found lying in a pool of blood near the railway station at Gandhi Nagar, Vijayapura. Investigation reveals that the accused, over a dispute regarding a village festival collection, stabbed the deceased with a knife causing fatal injuries.",2289,Undetected,Y
4845,100111009202500005,143,11,1,4,13,3,2025-03-30,10:54,2025-03-30,2025-03-30,12.679449,74.767075,"the sugar factory road, Dakshina Kannada","The complainant used the ATM kiosk at the vegetable market at Vinoba Nagar, Dakshina Kannada. Subsequently an amount of Rs 114,500 was withdrawn from his account in 12 transactions without his knowledge. It appears the accused installed a skimming device and captured the card data.",863,Undetected,Y
4846,300211003202300010,270,21,3,5,15,2,2023-10-07,10:16,2023-10-07,2023-10-07,12.784375,76.874654,"the vegetable market, Mandya","During vehicle checking near Women, Mandya the accused travelling in a Tata 407 lorry bearing number KA48NM8501 was found transporting 24 kilograms of ganja. The substance tested positive on field kit and was seized.",1675,Undetected,Y
4847,100251005202500004,321,25,1,2,10,3,2025-05-03,04:03,2025-05-03,2025-05-03,14.115484,75.373635,"the bus stand, Shivamogga","Unknown persons loaded 2 cattle belonging to the complainant from the grazing ground near Halli, Shivamogga into a lorry and transported them away. Value of the cattle is Rs 349,000.",1977,Undetected,Y
4848,100231001202300005,296,23,1,2,6,2,2023-05-05,03:59,2023-05-02,2023-05-05,16.379001,77.552101,"the temple street, Raichur","Accused persons gained entry into the locked house at Traffic, Raichur by breaking the latch of the back door using an iron rod, ransacked the bedroom and took away valuables worth Rs 15,500.",1836,Undetected,Y
4849,100191001202300003,238,19,1,2,6,2,2023-12-21,00:56,2023-12-20,2023-12-21,13.3211,77.9853,"the main road junction, Kolar","During the intervening night unknown persons removed the window grill of the house situated at Gandhi Nagar, Kolar, entered inside and committed theft of gold ornaments weighing 40 grams and cash. Total property value Rs 130,000.",1452,Undetected,Y
4850,300161007202100001,203,16,3,5,16,3,2021-11-21,05:57,2021-11-19,2021-11-21,14.564437,75.526957,"the bus stand, Haveri","The accused was found illegally extracting and transporting minor mineral from the river bed near the housing board colony at Gandhi Nagar, Haveri using a Bajaj Pulsar motorcycle. No royalty receipt or transport permit was produced.",1241,Undetected,Y
4851,300021004202300003,30,2,3,5,15,2,2023-09-17,15:24,2023-09-17,2023-09-17,15.407477,76.867322,"the housing board colony, Ballari","Acting on information the staff conducted a check near the APMC yard at Market, Ballari. The accused was found in possession of 8 kilograms of dried ganja concealed in a gunny bag, for which he could produce no authorisation. Contraband seized in the presence of panchas.",149,Undetected,Y
4852,100251006202500004,322,25,1,2,8,3,2025-09-15,17:38,2025-09-12,2025-09-15,13.681695,75.20133,"the vegetable market, Shivamogga","The complainant was speaking on his mobile phone standing near Bazaar, Shivamogga when an unknown person snatched the handset from his hand and ran towards the highway. The phone is a Redmi Note valued at Rs 336,000.",1987,Undetected,Y
4853,100131001202600015,158,13,1,4,12,2,2026-04-15,16:58,2026-04-15,2026-04-15,15.285126,75.215864,"the vegetable market, Dharwad","The accused, representing himself as the proprietor of a finance establishment at Shivaji Nagar, Dharwad, collected deposits from the complainant and other members of the public promising monthly returns, and thereafter closed the office and absconded. Total amount cheated Rs 399,500.",955,Undetected,Y
4854,100041001202400023,46,4,1,2,10,3,2024-01-05,04:50,2024-01-05,2024-01-05,12.647637,77.463144,"the college ground, Bengaluru Urban","The complainant had tied his cattle in the shed adjoining his house at the vegetable market at Camp, Bengaluru Urban. During the night the accused untied and took away 11 head of cattle valued at Rs 218,500 in a goods vehicle.",254,Undetected,Y
4855,300011009202400001,17,1,3,5,15,2,2024-02-05,16:59,2024-02-02,2024-02-05,16.464714,75.976222,"the taluk office, Bagalkot","ಮಾಹಿತಿಯ ಮೇರೆಗೆ Rural, Bagalkot ಬಳಿ ತಪಾಸಣೆ ನಡೆಸಿದಾಗ ಆರೋಪಿಯು 24 ಕಿಲೋ ಗಾಂಜಾವನ್ನು ಗೋಣಿಚೀಲದಲ್ಲಿ ಇಟ್ಟುಕೊಂಡಿರುವುದು ಕಂಡುಬಂದಿದ್ದು, ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",80,Undetected,Y
4856,100311007202400005,404,31,1,1,1,1,2024-02-20,02:10,2024-02-18,2024-02-20,14.943545,76.485907,"the vegetable market, Vijayanagara","The deceased was found lying in a pool of blood near the APMC yard at Jayanagar, Vijayanagara. Investigation reveals that the accused, over a dispute regarding parking of a vehicle, stabbed the deceased with a knife causing fatal injuries.",2509,Undetected,Y
4857,100141004202600006,172,14,1,4,13,3,2026-05-25,12:32,2026-05-25,2026-05-25,15.574232,75.670905,"the housing board colony, Gadag","Unknown accused obtained the card details of the complainant and made online transactions totalling Rs 349,500. The complainant had used his card last at Town, Gadag.",1037,Undetected,Y
4858,100161001202400003,196,16,1,2,8,2,2024-01-10,09:12,2024-01-10,2024-01-10,14.946295,75.358052,"the sugar factory road, Haveri","While the complainant was returning from the temple near the main road junction at Basaveshwara Nagar, Haveri, the pillion rider of a motorcycle pulled the mangalsutra from her neck and escaped. The accused wore a full face helmet. Gold weighing 12 grams valued at Rs 281,000 was taken.",1188,Undetected,Y
4859,300211002202300003,269,21,3,5,14,3,2023-01-20,22:07,2023-01-17,2023-01-20,12.217637,76.763877,"the temple street, Mandya","During patrolling near the bus stand at Basaveshwara Nagar, Mandya the accused was found in possession of 9 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA27UP5108 were seized under panchanama.",1669,Undetected,Y
4860,300151006202300005,186,15,3,5,16,3,2023-05-07,03:08,2023-05-05,2023-05-07,12.91719,76.108433,"the sugar factory road, Hassan","During night patrolling near the river bed at the vegetable market at Cantonment, Hassan a Tata 407 lorry bearing registration KA32SV1186 was found transporting sand without a valid permit. The vehicle and 3 units of sand valued at Rs 364,500 were seized.",1127,Undetected,Y
4861,300141004202500010,172,14,3,5,14,3,2025-09-29,01:01,2025-09-28,2025-09-29,15.583799,75.660661,"the government hospital, Gadag","On credible information a raid was conducted near the main road junction at Town, Gadag at about 12.45 hours. The accused was found transporting 7 boxes of Indian made liquor without a valid permit in a Honda Activa scooter. Contraband valued at Rs 153,500 was seized.",1037,Undetected,Y
4862,300051005202600003,61,5,3,5,16,3,2026-02-08,02:58,2026-02-05,2026-02-08,13.54199,77.856238,"the vegetable market, Bengaluru Rural","During night patrolling near the river bed at Ring Road, Bengaluru Rural a auto rickshaw bearing registration KA29HE9829 was found transporting sand without a valid permit. The vehicle and 11 units of sand valued at Rs 364,000 were seized.",342,Undetected,Y
4863,300311004202500008,401,31,3,5,14,3,2025-11-07,23:07,2025-11-05,2025-11-07,15.319443,76.222903,"the government hospital, Vijayanagara","On credible information a raid was conducted near the vegetable market at Vinoba Nagar, Vijayanagara at about 10.45 hours. The accused was found transporting 7 boxes of Indian made liquor without a valid permit in a Honda Activa scooter. Contraband valued at Rs 228,500 was seized.",2491,Undetected,Y
4864,100031001202400013,36,3,1,4,12,2,2024-03-09,11:27,2024-03-09,2024-03-09,16.018104,74.609947,"the vegetable market, Belagavi","ಆರೋಪಿಯು the petrol bunk at Gandhi Nagar, Belagavi ನಲ್ಲಿ ಹಣಕಾಸು ಸಂಸ್ಥೆಯ ಮಾಲೀಕನೆಂದು ಹೇಳಿಕೊಂಡು ದೂರುದಾರರಿಂದ ಠೇವಣಿ ಸಂಗ್ರಹಿಸಿ, ನಂತರ ಕಚೇರಿ ಮುಚ್ಚಿ ಪರಾರಿಯಾಗಿರುತ್ತಾನೆ. ವಂಚಿಸಿದ ಮೊತ್ತ ರೂ 348,500.",186,Undetected,Y
4865,300041001202500032,46,4,3,5,16,3,2025-10-13,02:43,2025-10-10,2025-10-13,12.743264,77.576635,"the housing board colony, Bengaluru Urban","the main road junction at Vinoba Nagar, Bengaluru Urban ಬಳಿ ನದಿ ಪಾತ್ರದಲ್ಲಿ ರಾತ್ರಿ ಗಸ್ತು ವೇಳೆ ಪರವಾನಗಿ ಇಲ್ಲದೆ ಮರಳು ಸಾಗಿಸುತ್ತಿದ್ದ ವಾಹನ ಸಂಖ್ಯೆ KA13QG2547 ಅನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",257,Undetected,Y
4866,100101006202300002,124,10,1,2,8,2,2023-10-18,06:37,2023-10-17,2023-10-18,14.17523,76.381316,"the vegetable market, Chitradurga","The complainant was walking near Vidya Nagar, Chitradurga at about 18.45 hours. Two persons who came on a motorcycle snatched the gold chain weighing 32 grams from her neck and sped away towards the bus stand. Value of property Rs 43,000.",746,Undetected,Y
4867,100191006202200003,244,19,1,2,9,1,2022-02-04,02:10,2022-02-04,2022-02-04,12.975086,77.964001,"the petrol bunk, Kolar","The complainant was travelling in his car near the APMC yard at Camp, Kolar when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 161,500.",1494,Undetected,Y
4868,100041001202400024,46,4,1,2,6,2,2024-12-13,04:14,2024-12-11,2024-12-13,12.709914,77.505993,"the sugar factory road, Bengaluru Urban","During the intervening night unknown persons removed the window grill of the house situated at Extension, Bengaluru Urban, entered inside and committed theft of gold ornaments weighing 16 grams and cash. Total property value Rs 106,000.",257,Undetected,Y
4869,100071005202500004,88,7,1,2,6,2,2025-02-11,01:02,2025-02-11,2025-02-11,11.753138,76.803627,"the government hospital, Chamarajanagar","During the intervening night unknown persons removed the window grill of the house situated at Rural, Chamarajanagar, entered inside and committed theft of gold ornaments weighing 32 grams and cash. Total property value Rs 396,000.",522,Undetected,Y
4870,100261004202100001,332,26,1,2,9,1,2021-09-24,23:55,2021-09-21,2021-09-24,13.179692,77.220333,"the temple street, Tumakuru","The complainant was travelling in his car near the petrol bunk at Cantonment, Tumakuru when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 289,000.",2049,Undetected,Y
4871,100171011202600004,224,17,1,4,13,3,2026-06-25,20:48,2026-06-25,2026-06-25,17.144963,77.08722,"the temple street, Kalaburagi","Unknown accused obtained the card details of the complainant and made online transactions totalling Rs 421,000. The complainant had used his card last at the taluk office at Ashok Nagar, Kalaburagi.",1374,Undetected,Y
4872,100231003202300005,298,23,1,4,13,3,2023-09-19,10:39,2023-09-17,2023-09-19,16.223821,77.749815,"the vegetable market, Raichur","ದೂರುದಾರರು Cantonment, Raichur ನಲ್ಲಿನ ಎಟಿಎಂ ಬಳಸಿದ್ದು, ನಂತರ ಅವರ ಖಾತೆಯಿಂದ ರೂ 14,500 ಹಣ ಅವರ ಅರಿವಿಲ್ಲದೆ ವರ್ಗಾವಣೆಯಾಗಿರುತ್ತದೆ.",1849,Undetected,Y
4873,100041004202400049,49,4,1,2,6,2,2024-12-23,02:16,2024-12-22,2024-12-23,13.102799,77.538474,"the APMC yard, Bengaluru Urban","the petrol bunk at Vinoba Nagar, Bengaluru Urban ನಲ್ಲಿರುವ ದೂರುದಾರರ ಅಂಗಡಿಯ ಶಟರ್ ಬೀಗವನ್ನು ಅಪರಿಚಿತ ಆರೋಪಿಗಳು ರಾತ್ರಿ ವೇಳೆ ಮುರಿದು ರೂ 168,000 ಮೌಲ್ಯದ ನಗದು ಮತ್ತು ಸಾಮಗ್ರಿಗಳನ್ನು ಕಳವು ಮಾಡಿರುತ್ತಾರೆ.",274,Undetected,Y
4874,100281005202600002,354,28,1,2,8,2,2026-03-20,10:13,2026-03-20,2026-03-20,14.848801,74.271737,"the main road junction, Uttara Kannada","ದೂರುದಾರರು Kote, Uttara Kannada ಬಳಿ ನಡೆದುಕೊಂಡು ಹೋಗುತ್ತಿದ್ದಾಗ, ಮೋಟಾರ್ ಸೈಕಲ್‌ನಲ್ಲಿ ಬಂದ ಇಬ್ಬರು ವ್ಯಕ್ತಿಗಳು ಕೊರಳಿನಲ್ಲಿದ್ದ 16 ಗ್ರಾಂ ಚಿನ್ನದ ಸರವನ್ನು ಕಿತ್ತುಕೊಂಡು ಪರಾರಿಯಾಗಿರುತ್ತಾರೆ. ಮಾಲಿನ ಬೆಲೆ ರೂ 439,000.",2185,Undetected,Y
4875,100041007202200021,53,4,1,4,13,3,2022-05-09,15:19,2022-05-09,2022-05-09,13.159245,77.315186,"the vegetable market, Bengaluru Urban","ದೂರುದಾರರು Vinoba Nagar, Bengaluru Urban ನಲ್ಲಿನ ಎಟಿಎಂ ಬಳಸಿದ್ದು, ನಂತರ ಅವರ ಖಾತೆಯಿಂದ ರೂ 127,000 ಹಣ ಅವರ ಅರಿವಿಲ್ಲದೆ ವರ್ಗಾವಣೆಯಾಗಿರುತ್ತದೆ.",301,Undetected,Y
4876,100261001202300007,328,26,1,2,8,3,2023-03-27,19:07,2023-03-27,2023-03-27,13.227349,76.874119,"the vegetable market, Tumakuru","ದೂರುದಾರರು the railway station at Extension, Tumakuru ಬಳಿ ನಿಂತು ಮೊಬೈಲ್‌ನಲ್ಲಿ ಮಾತನಾಡುತ್ತಿದ್ದಾಗ ಅಪರಿಚಿತ ವ್ಯಕ್ತಿ ಫೋನ್ ಕಿತ್ತುಕೊಂಡು ಓಡಿಹೋಗಿರುತ್ತಾನೆ. ಫೋನ್ ಬೆಲೆ ರೂ 418,000.",2017,Undetected,Y
4877,100141001202200003,169,14,1,4,13,3,2022-03-28,12:58,2022-03-26,2022-03-28,15.206445,75.876601,"the railway station, Gadag","The complainant used the ATM kiosk at the petrol bunk at Extension, Gadag. Subsequently an amount of Rs 51,500 was withdrawn from his account in 8 transactions without his knowledge. It appears the accused installed a skimming device and captured the card data.",1014,Undetected,Y
4878,300201010202400003,262,20,3,5,14,3,2024-08-07,21:10,2024-08-07,2024-08-07,15.532911,76.154823,"the bus stand, Koppal","During patrolling near Cantonment, Koppal the accused was found in possession of 5 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA65YD8949 were seized under panchanama.",1623,Undetected,Y
4879,100271001202100002,337,27,1,1,3,4,2021-07-03,22:59,2021-07-03,2021-07-03,13.030453,75.039346,"the temple street, Udupi","The accused, in furtherance of an old dispute over a boundary of agricultural land, waylaid the complainant near the housing board colony at Jayanagar, Udupi, obstructed his path and beat him with a stick causing a fracture.",2076,Undetected,Y
4880,300141008202400001,177,14,3,5,16,3,2024-05-09,04:13,2024-05-07,2024-05-09,15.33367,75.463172,"the petrol bunk, Gadag","The accused was found illegally extracting and transporting minor mineral from the river bed near the railway station at Rural, Gadag using a TVS XL moped. No royalty receipt or transport permit was produced.",1068,Undetected,Y
4881,100201004202500007,254,20,1,2,6,2,2025-12-13,02:58,2025-12-10,2025-12-13,15.26402,76.236801,"the railway station, Koppal","The complainant closed his provision store at the sugar factory road at Extension, Koppal at 06.30 hours. In the early morning it was found that the rolling shutter had been prised open with a crowbar and stock and cash totalling Rs 108,500 was missing.",1569,Undetected,Y
4882,100231005202500007,301,23,1,2,9,1,2025-03-17,00:55,2025-03-17,2025-03-17,16.267624,77.055095,"the government hospital, Raichur","The complainant was travelling in his car near the petrol bunk at Town, Raichur when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 380,000.",1869,Undetected,Y
4883,300131004202400006,162,13,3,5,16,3,2024-07-26,01:54,2024-07-26,2024-07-26,15.265835,74.769445,"the college ground, Dharwad","Ring Road, Dharwad ಬಳಿ ನದಿ ಪಾತ್ರದಲ್ಲಿ ರಾತ್ರಿ ಗಸ್ತು ವೇಳೆ ಪರವಾನಗಿ ಇಲ್ಲದೆ ಮರಳು ಸಾಗಿಸುತ್ತಿದ್ದ ವಾಹನ ಸಂಖ್ಯೆ KA09HM4515 ಅನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳಲಾಗಿದೆ.",982,Undetected,Y
4884,100311004202300003,401,31,1,2,8,2,2023-11-22,10:25,2023-11-21,2023-11-22,15.23375,76.329719,"the government hospital, Vijayanagara","Two unknown persons on a black motorcycle approached the complainant near Gandhi Nagar, Vijayanagara at 04.00 hours, snatched her gold chain and fled. The complainant sustained minor abrasion on the neck. Property value Rs 284,500.",2491,Undetected,Y
4885,100191009202500002,247,19,1,2,8,2,2025-06-02,09:05,2025-06-01,2025-06-02,12.955797,78.02998,"the temple street, Kolar","The complainant was walking near Market, Kolar at about 09.45 hours. Two persons who came on a motorcycle snatched the gold chain weighing 16 grams from her neck and sped away towards the highway. Value of property Rs 55,500.",1522,Undetected,Y
4886,100231007202500006,303,23,1,1,3,4,2025-01-15,22:39,2025-01-12,2025-01-15,16.264888,77.702254,"the college ground, Raichur","Rural, Raichur ಬಳಿ ದೂರುದಾರರು ಮತ್ತು ಆರೋಪಿಯ ನಡುವೆ a previous quarrel between the families ವಿಚಾರವಾಗಿ ಜಗಳ ನಡೆದಿದೆ. ಆರೋಪಿಯು ಅವಾಚ್ಯ ಶಬ್ದಗಳಿಂದ ನಿಂದಿಸಿ ದೊಣ್ಣೆಯಿಂದ ಹಲ್ಲೆ ಮಾಡಿ ಗಾಯಗೊಳಿಸಿರುತ್ತಾನೆ.",1884,Undetected,Y
4887,300061006202400005,78,6,3,5,15,2,2024-05-01,20:07,2024-05-01,2024-05-01,17.694207,77.38894,"the APMC yard, Bidar","Acting on information the staff conducted a check near the petrol bunk at Extension, Bidar. The accused was found in possession of 40 kilograms of dried ganja concealed in a gunny bag, for which he could produce no authorisation. Contraband seized in the presence of panchas.",460,Undetected,Y
4888,300241003202600005,308,24,3,5,16,3,2026-03-16,03:04,2026-03-13,2026-03-16,12.514605,77.120657,"the taluk office, Ramanagara","During night patrolling near the river bed at Basaveshwara Nagar, Ramanagara a Tata Ace goods vehicle bearing registration KA61NG9955 was found transporting sand without a valid permit. The vehicle and 10 units of sand valued at Rs 359,500 were seized.",1902,Undetected,Y
4889,100051005202300004,61,5,1,2,9,1,2023-03-20,02:36,2023-03-17,2023-03-20,13.607367,77.764859,"the vegetable market, Bengaluru Rural","The complainant was travelling in his car near Camp, Bengaluru Rural when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 221,500.",351,Undetected,Y
4890,100041001202500033,46,4,1,1,3,4,2025-04-27,22:51,2025-04-27,2025-04-27,12.700508,77.566476,"the APMC yard, Bengaluru Urban","There was a quarrel between the complainant and the accused over a boundary of agricultural land near Traffic, Bengaluru Urban. The accused abused the complainant in filthy language, restrained him and assaulted him with a wooden club causing bleeding injury on the head.",257,Undetected,Y
4891,300051010202400001,67,5,3,5,15,2,2024-01-21,11:44,2024-01-21,2024-01-21,13.270545,77.473032,"the sugar factory road, Bengaluru Rural","During vehicle checking near the vegetable market at Camp, Bengaluru Rural the accused travelling in a Ashok Leyland lorry bearing number KA39KN7591 was found transporting 12 kilograms of ganja. The substance tested positive on field kit and was seized.",388,Undetected,Y
4892,100241005202400003,311,24,1,2,6,2,2024-08-08,02:37,2024-08-07,2024-08-08,12.40965,77.148174,"the temple street, Ramanagara","During the intervening night unknown persons removed the window grill of the house situated at the temple street at Market, Ramanagara, entered inside and committed theft of gold ornaments weighing 12 grams and cash. Total property value Rs 129,500.",1920,Undetected,Y
4893,300141002202300007,170,14,3,5,14,3,2023-07-12,00:56,2023-07-10,2023-07-12,15.618822,75.414707,"the vegetable market, Gadag","During patrolling near Gandhi Nagar, Gadag the accused was found in possession of 11 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA45PV3225 were seized under panchanama.",1027,Undetected,Y
4894,100111004202400005,137,11,1,1,3,4,2024-11-15,16:25,2024-11-15,2024-11-15,13.224328,74.848814,"the housing board colony, Dakshina Kannada","On 20.45 hours near Kote, Dakshina Kannada the accused picked up a quarrel with the complainant regarding flow of drain water, caught hold of his collar and assaulted him with hands and a soda bottle causing injuries.",824,Undetected,Y
