ArrestSurrenderID,CaseMasterID,AccusedMasterID,ArrestType,ArrestDate,ArrestTime,ArrestPlace,ArrestingOfficerID,RemandDate,BailFlag
3652,3496,5895,Arrest,2023-03-13,17:30,the highway toll gate,1888,2023-03-14,N
3653,3497,5896,Arrest,2023-01-06,05:45,the highway toll gate,1888,2023-01-07,Y
3654,3498,5897,Arrest,2023-01-21,21:35,the vegetable market,1888,2023-01-22,N
3655,3499,5900,Arrest,2023-02-02,15:53,his residence,1891,2023-02-03,N
3656,3503,5906,Arrest,2025-07-18,06:06,the bus stand,266,2025-07-19,Y
3657,3506,5909,Surrender,2025-02-27,08:57,the bus stand,291,2025-02-28,N
3658,3507,5910,Arrest,2025-02-13,19:16,the railway station,1287,2025-02-14,Y
3659,3507,5912,Arrest,2025-02-02,15:59,the taluk border check post,1290,2025-02-03,Y
3660,3508,5913,Arrest,2024-07-07,05:25,the railway station,2106,2024-07-08,Y
3661,3508,5914,Arrest,2024-07-12,07:01,the village outskirts,2110,2024-07-13,Y
3662,3508,5915,Arrest,2024-07-17,00:24,the village outskirts,2102,2024-07-18,Y
3663,3510,5918,Arrest,2026-06-15,08:44,the vegetable market,574,2026-06-16,Y
3664,3510,5919,Arrest,2026-05-30,01:37,the railway station,575,2026-05-31,N
3665,3511,5920,Surrender,2024-09-20,17:00,the taluk border check post,288,2024-09-21,Y
3666,3511,5921,Arrest,2024-09-26,17:41,the highway toll gate,293,2024-09-27,Y
3667,3515,5926,Arrest,2023-06-08,03:28,his residence,1876,2023-06-09,N
3668,3516,5929,Arrest,2026-02-08,06:16,the highway toll gate,572,2026-02-09,Y
3669,3517,5930,Arrest,2022-05-15,01:38,the highway toll gate,1222,2022-05-16,N
3670,3518,5931,Surrender,2022-07-25,13:54,the vegetable market,1151,2022-07-26,N
3671,3519,5932,Arrest,2026-07-28,06:50,the highway toll gate,575,2026-07-29,N
3672,3519,5933,Arrest,2026-07-15,06:08,the taluk border check post,575,2026-07-16,Y
3673,3520,5934,Arrest,2022-11-24,20:59,the taluk border check post,1158,2022-11-25,Y
3674,3521,5935,Arrest,2023-09-14,04:12,the village outskirts,1399,2023-09-15,Y
3675,3521,5936,Arrest,2023-09-15,14:07,his residence,1403,2023-09-16,N
3676,3522,5937,Arrest,2023-03-22,08:33,his residence,1399,2023-03-23,N
3677,3522,5938,Arrest,2023-02-11,16:16,the vegetable market,1397,2023-02-12,Y
3678,3525,5941,Arrest,2024-12-01,23:11,the bus stand,2148,2024-12-02,Y
3679,3526,5942,Arrest,2025-01-12,18:42,the railway station,1976,2025-01-13,Y
3680,3528,5946,Arrest,2024-06-04,13:04,the bus stand,142,2024-06-05,Y
3681,3529,5947,Arrest,2022-08-18,13:08,a lodge in the town,291,2022-08-19,Y
3682,3530,5948,Arrest,2023-04-13,00:07,the bus stand,289,2023-04-14,Y
3683,3531,5949,Surrender,2023-01-22,13:50,the vegetable market,289,2023-01-23,Y
3684,3532,5950,Arrest,2022-12-13,17:52,the bus stand,289,2022-12-14,Y
3685,3536,5954,Arrest,2022-12-07,20:02,a lodge in the town,1365,2022-12-08,N
3686,3536,5955,Surrender,2022-11-10,22:46,a lodge in the town,1367,2022-11-11,Y
3687,3537,5957,Arrest,2023-01-06,00:16,the railway station,1998,2023-01-07,Y
3688,3537,5958,Arrest,2023-01-01,09:26,the taluk border check post,1993,2023-01-02,N
3689,3537,5959,Arrest,2023-01-15,14:09,his residence,1993,2023-01-16,N
3690,3538,5960,Arrest,2023-04-15,10:00,the highway toll gate,2002,2023-04-16,Y
3691,3540,5962,Arrest,2023-04-27,04:28,the taluk border check post,732,2023-04-28,N
3692,3541,5963,Surrender,2021-10-04,08:15,the railway station,852,2021-10-05,Y
3693,3542,5964,Arrest,2022-10-28,10:41,the railway station,921,2022-10-29,Y
3694,3543,5966,Arrest,2025-07-31,16:02,his residence,1866,2025-08-01,Y
3695,3544,5967,Arrest,2025-12-17,22:16,a lodge in the town,2381,2025-12-18,N
3696,3544,5968,Arrest,2025-11-21,05:43,his residence,2385,2025-11-22,N
3697,3545,5970,Arrest,2026-05-18,01:42,the vegetable market,2381,2026-05-19,Y
3698,3546,5971,Arrest,2026-07-17,12:29,the village outskirts,2381,2026-07-18,Y
3699,3547,5972,Arrest,2023-09-24,04:27,his residence,1740,2023-09-25,N
3700,3548,5974,Arrest,2025-02-07,01:17,the village outskirts,1345,2025-02-08,N
3701,3549,5975,Arrest,2025-05-31,08:09,the railway station,1345,2025-06-01,Y
3702,3550,5976,Arrest,2025-02-19,01:12,the village outskirts,1345,2025-02-20,Y
3703,3551,5977,Arrest,2024-08-15,18:47,his residence,1345,2024-08-16,N
3704,3552,5978,Arrest,2024-10-26,11:40,a lodge in the town,1344,2024-10-27,Y
3705,3553,5980,Arrest,2023-07-02,19:01,the railway station,859,2023-07-03,Y
3706,3553,5981,Arrest,2023-06-24,13:24,the taluk border check post,858,2023-06-25,Y
3707,3554,5982,Arrest,2022-05-03,11:28,a lodge in the town,452,2022-05-04,Y
3708,3555,5983,Arrest,2026-07-24,00:31,the village outskirts,2407,2026-07-25,Y
3709,3556,5984,Arrest,2025-12-12,20:58,the vegetable market,372,2025-12-13,Y
3710,3557,5985,Arrest,2023-08-26,10:45,the bus stand,211,2023-08-27,N
3711,3557,5986,Arrest,2023-08-20,00:56,the bus stand,210,2023-08-21,N
3712,3558,5987,Arrest,2023-11-26,00:13,his residence,281,2023-11-27,N
3713,3559,5989,Arrest,2025-03-03,15:38,the railway station,382,2025-03-04,Y
3714,3562,5993,Arrest,2026-03-29,18:04,the vegetable market,302,2026-03-30,Y
3715,3563,5994,Arrest,2026-02-14,11:11,his residence,187,2026-02-15,N
3716,3564,5996,Arrest,2026-03-04,22:23,the vegetable market,302,2026-03-05,Y
3717,3565,5998,Arrest,2026-04-27,09:33,the village outskirts,298,2026-04-28,N
3718,3565,5999,Arrest,2026-04-20,13:48,the bus stand,304,2026-04-21,N
3719,3565,6000,Arrest,2026-04-15,14:56,the village outskirts,305,2026-04-16,Y
3720,3567,6002,Arrest,2025-12-28,04:53,the taluk border check post,730,2025-12-29,N
3721,3567,6004,Arrest,2025-12-14,05:35,the taluk border check post,731,2025-12-15,Y
3722,3568,6006,Arrest,2022-09-06,10:45,the railway station,209,2022-09-07,N
3723,3570,6008,Surrender,2026-07-05,15:08,the bus stand,1224,2026-07-06,Y
3724,3570,6009,Arrest,2026-07-04,07:54,his residence,1231,2026-07-05,N
3725,3571,6010,Arrest,2023-04-29,19:48,the bus stand,233,2023-04-30,Y
3726,3571,6011,Arrest,2023-04-08,14:44,a lodge in the town,229,2023-04-09,Y
3727,3571,6012,Arrest,2023-04-03,04:44,the taluk border check post,233,2023-04-04,Y
3728,3571,6013,Arrest,2023-05-07,23:54,his residence,234,2023-05-08,N
3729,3572,6014,Arrest,2023-01-28,13:03,his residence,233,2023-01-29,Y
3730,3574,6017,Arrest,2023-10-29,23:30,the village outskirts,233,2023-10-30,Y
3731,3575,6018,Arrest,2023-06-10,16:28,the village outskirts,1196,2023-06-11,N
3732,3575,6019,Arrest,2023-07-02,23:45,a lodge in the town,1197,2023-07-03,N
3733,3576,6021,Arrest,2026-04-23,11:37,the taluk border check post,703,2026-04-24,N
3734,3577,6022,Arrest,2025-08-23,19:59,the railway station,276,2025-08-24,Y
3735,3578,6023,Arrest,2026-04-14,21:06,his residence,279,2026-04-15,N
3736,3579,6024,Surrender,2026-01-14,07:55,the bus stand,279,2026-01-15,N
3737,3580,6025,Arrest,2025-03-04,12:38,the bus stand,553,2025-03-05,Y
3738,3580,6026,Arrest,2025-02-23,06:12,the taluk border check post,550,2025-02-24,Y
3739,3581,6027,Arrest,2025-04-16,18:14,the railway station,275,2025-04-17,Y
3740,3582,6028,Arrest,2026-02-11,10:36,the taluk border check post,274,2026-02-12,Y
3741,3582,6029,Arrest,2026-03-02,16:08,the bus stand,275,2026-03-03,N
3742,3583,6030,Arrest,2025-05-03,19:45,the highway toll gate,277,2025-05-04,Y
3743,3583,6031,Arrest,2025-05-01,08:57,a lodge in the town,273,2025-05-02,N
3744,3583,6033,Arrest,2025-05-26,22:26,the vegetable market,277,2025-05-27,Y
3745,3583,6034,Arrest,2025-05-12,22:21,a lodge in the town,275,2025-05-13,Y
3746,3585,6038,Arrest,2023-07-16,05:00,his residence,273,2023-07-17,Y
3747,3586,6040,Arrest,2025-12-12,04:45,the bus stand,276,2025-12-13,N
3748,3586,6041,Arrest,2025-12-06,00:37,the bus stand,277,2025-12-07,Y
3749,3587,6042,Arrest,2025-01-17,08:52,the railway station,276,2025-01-18,N
3750,3587,6043,Arrest,2024-12-28,21:58,the taluk border check post,281,2024-12-29,Y
3751,3589,6045,Arrest,2025-02-25,07:50,a lodge in the town,273,2025-02-26,Y
3752,3592,6049,Arrest,2025-12-13,10:27,the vegetable market,2059,2025-12-14,N
3753,3593,6050,Arrest,2026-01-28,00:22,his residence,691,2026-01-29,N
3754,3594,6052,Arrest,2026-01-28,18:37,a lodge in the town,2217,2026-01-29,Y
3755,3595,6053,Arrest,2024-01-19,05:18,the bus stand,691,2024-01-20,Y
3756,3596,6054,Arrest,2023-04-24,19:08,a lodge in the town,692,2023-04-25,N
3757,3597,6055,Arrest,2023-08-21,15:16,his residence,1016,2023-08-22,N
3758,3598,6056,Surrender,2023-09-19,01:35,the bus stand,1016,2023-09-20,N
3759,3599,6058,Arrest,2023-07-31,14:51,the railway station,1792,2023-08-01,N
3760,3599,6059,Arrest,2023-08-13,07:37,the bus stand,1790,2023-08-14,Y
3761,3600,6060,Arrest,2025-08-16,22:05,his residence,1792,2025-08-17,N
3762,3601,6061,Arrest,2024-03-10,05:03,the highway toll gate,1794,2024-03-11,Y
3763,3602,6063,Arrest,2024-06-01,00:38,the vegetable market,1791,2024-06-02,Y
3764,3603,6064,Surrender,2024-04-19,21:35,the highway toll gate,1791,2024-04-20,Y
3765,3604,6066,Arrest,2025-01-09,06:27,the railway station,345,2025-01-10,N
3766,3607,6069,Arrest,2023-06-12,23:08,the highway toll gate,715,2023-06-13,N
3767,3608,6071,Arrest,2023-07-21,01:21,the vegetable market,273,2023-07-22,N
3768,3608,6074,Arrest,2023-07-29,23:57,the taluk border check post,281,2023-07-30,Y
3769,3609,6075,Arrest,2025-07-18,00:07,the railway station,273,2025-07-19,Y
3770,3613,6080,Surrender,2023-06-18,05:43,the highway toll gate,829,2023-06-19,N
3771,3614,6081,Arrest,2023-07-15,18:45,the bus stand,856,2023-07-16,N
3772,3615,6082,Surrender,2025-02-28,16:19,the vegetable market,195,2025-03-01,N
3773,3616,6083,Arrest,2025-05-08,21:02,the railway station,195,2025-05-09,Y
3774,3617,6084,Arrest,2024-11-24,23:21,the vegetable market,2070,2024-11-25,N
3775,3618,6085,Arrest,2026-04-12,11:54,a lodge in the town,856,2026-04-13,N
3776,3619,6086,Arrest,2026-04-28,01:25,the taluk border check post,269,2026-04-29,N
3777,3620,6087,Arrest,2025-05-20,05:24,the vegetable market,269,2025-05-21,N
3778,3620,6089,Arrest,2025-05-19,00:15,his residence,271,2025-05-20,N
3779,3620,6090,Arrest,2025-04-20,06:29,his residence,271,2025-04-21,N
3780,3623,6093,Arrest,2025-06-04,21:53,the railway station,2023,2025-06-05,Y
3781,3623,6094,Arrest,2025-06-23,21:32,the taluk border check post,2024,2025-06-24,Y
3782,3624,6095,Arrest,2025-05-26,04:52,the village outskirts,207,2025-05-27,Y
3783,3624,6096,Arrest,2025-06-21,11:16,the highway toll gate,202,2025-06-22,N
3784,3624,6097,Arrest,2025-06-13,08:22,his residence,203,2025-06-14,Y
3785,3624,6098,Arrest,2025-06-17,11:52,a lodge in the town,208,2025-06-18,Y
3786,3626,6100,Arrest,2022-11-23,07:48,the taluk border check post,620,2022-11-24,Y
3787,3626,6101,Arrest,2022-11-14,12:27,the taluk border check post,622,2022-11-15,Y
3788,3627,6102,Arrest,2021-07-29,00:45,the village outskirts,621,2021-07-30,N
3789,3628,6103,Arrest,2023-08-31,14:30,the bus stand,618,2023-09-01,Y
3790,3629,6104,Arrest,2023-01-26,19:11,his residence,618,2023-01-27,N
3791,3630,6105,Arrest,2022-03-13,00:08,his residence,618,2022-03-14,N
3792,3631,6106,Arrest,2025-03-13,18:08,a lodge in the town,2095,2025-03-14,N
3793,3632,6107,Arrest,2022-08-26,14:11,the taluk border check post,1864,2022-08-27,Y
3794,3633,6109,Arrest,2025-06-16,16:18,the taluk border check post,2367,2025-06-17,Y
3795,3635,6112,Surrender,2024-11-07,12:06,the railway station,298,2024-11-08,N
3796,3636,6113,Arrest,2022-03-20,07:04,a lodge in the town,2183,2022-03-21,Y
3797,3637,6115,Arrest,2024-05-16,06:58,the taluk border check post,2430,2024-05-17,Y
3798,3638,6116,Arrest,2025-11-24,20:45,the bus stand,2209,2025-11-25,N
3799,3638,6117,Arrest,2025-12-13,07:02,a lodge in the town,2218,2025-12-14,Y
3800,3639,6119,Arrest,2026-05-06,02:15,the taluk border check post,163,2026-05-07,N
3801,3640,6120,Surrender,2024-05-25,19:45,the railway station,191,2024-05-26,N
3802,3641,6121,Arrest,2026-04-24,04:30,the taluk border check post,1448,2026-04-25,N
3803,3642,6123,Arrest,2023-06-04,01:16,the village outskirts,229,2023-06-05,Y
3804,3642,6124,Arrest,2023-05-21,11:26,the taluk border check post,230,2023-05-22,N
3805,3644,6126,Arrest,2026-05-12,03:25,the bus stand,2214,2026-05-13,N
3806,3644,6127,Arrest,2026-05-12,17:05,the village outskirts,2217,2026-05-13,Y
3807,3644,6128,Arrest,2026-05-16,06:57,the railway station,2208,2026-05-17,Y
3808,3644,6129,Arrest,2026-05-23,01:45,his residence,2215,2026-05-24,Y
3809,3645,6131,Arrest,2023-06-01,17:38,the bus stand,1794,2023-06-02,N
3810,3645,6132,Arrest,2023-05-23,23:16,the railway station,1792,2023-05-24,N
3811,3647,6134,Arrest,2024-06-16,01:31,a lodge in the town,195,2024-06-17,Y
3812,3648,6137,Surrender,2024-03-29,12:40,the bus stand,194,2024-03-30,N
3813,3648,6139,Arrest,2024-03-29,17:57,the bus stand,192,2024-03-30,N
3814,3649,6141,Arrest,2023-06-06,20:22,the bus stand,194,2023-06-07,Y
3815,3649,6142,Surrender,2023-06-18,04:15,the taluk border check post,197,2023-06-19,N
3816,3650,6144,Arrest,2022-12-02,01:43,the vegetable market,2029,2022-12-03,N
3817,3651,6145,Surrender,2021-11-16,05:22,the highway toll gate,258,2021-11-17,N
3818,3652,6146,Arrest,2026-05-10,17:39,the railway station,26,2026-05-11,N
3819,3653,6148,Surrender,2025-06-27,20:17,the village outskirts,1340,2025-06-28,Y
3820,3655,6150,Arrest,2025-04-11,04:30,the bus stand,198,2025-04-12,N
3821,3655,6151,Arrest,2025-04-04,11:11,the village outskirts,191,2025-04-05,N
3822,3656,6152,Arrest,2026-01-11,10:48,the village outskirts,219,2026-01-12,Y
3823,3656,6153,Arrest,2026-01-17,23:58,the vegetable market,219,2026-01-18,Y
3824,3656,6154,Arrest,2026-02-18,19:58,the bus stand,222,2026-02-19,N
3825,3658,6157,Arrest,2021-06-03,10:38,the bus stand,218,2021-06-04,Y
3826,3659,6158,Arrest,2023-05-19,14:24,the highway toll gate,1124,2023-05-20,Y
3827,3660,6160,Surrender,2023-08-11,18:06,the taluk border check post,1129,2023-08-12,Y
3828,3661,6162,Arrest,2024-10-31,19:13,a lodge in the town,275,2024-11-01,N
3829,3662,6163,Arrest,2025-12-18,15:54,the vegetable market,2284,2025-12-19,Y
3830,3662,6164,Arrest,2025-12-16,18:21,the taluk border check post,2281,2025-12-17,Y
3831,3663,6166,Arrest,2026-04-07,19:30,a lodge in the town,143,2026-04-08,N
3832,3666,6169,Arrest,2024-10-26,19:18,the bus stand,205,2024-10-27,Y
3833,3666,6172,Arrest,2024-10-27,02:27,the railway station,199,2024-10-28,N
3834,3669,6175,Arrest,2025-01-30,08:56,his residence,2125,2025-01-31,N
3835,3669,6176,Arrest,2025-01-07,10:44,the village outskirts,2122,2025-01-08,N
3836,3669,6177,Arrest,2025-01-25,14:11,the village outskirts,2123,2025-01-26,N
3837,3670,6179,Surrender,2024-10-13,05:14,the bus stand,859,2024-10-14,N
3838,3671,6183,Surrender,2025-04-16,11:29,the vegetable market,948,2025-04-17,Y
3839,3672,6184,Arrest,2024-06-30,15:12,the bus stand,949,2024-07-01,Y
3840,3672,6186,Arrest,2024-07-21,19:08,a lodge in the town,944,2024-07-22,Y
3841,3677,6192,Arrest,2024-08-10,02:45,a lodge in the town,499,2024-08-11,Y
3842,3677,6193,Arrest,2024-07-12,14:32,his residence,498,2024-07-13,Y
3843,3677,6194,Arrest,2024-08-20,06:50,the taluk border check post,495,2024-08-21,Y
3844,3678,6195,Arrest,2024-12-14,22:06,his residence,246,2024-12-15,N
3845,3679,6196,Arrest,2023-02-07,22:23,the taluk border check post,246,2023-02-08,Y
3846,3679,6198,Surrender,2023-01-13,09:28,the vegetable market,240,2023-01-14,Y
3847,3683,6202,Arrest,2022-03-25,23:40,the highway toll gate,1197,2022-03-26,Y
3848,3684,6203,Arrest,2022-05-29,00:48,his residence,1197,2022-05-30,N
3849,3685,6204,Arrest,2023-11-20,22:44,the vegetable market,2191,2023-11-21,Y
3850,3686,6205,Arrest,2025-02-05,14:07,the bus stand,971,2025-02-06,N
3851,3688,6207,Arrest,2025-05-02,19:01,the railway station,806,2025-05-03,N
3852,3689,6209,Arrest,2025-12-28,06:39,the vegetable market,806,2025-12-29,N
3853,3689,6210,Arrest,2025-12-27,16:47,the taluk border check post,807,2025-12-28,N
3854,3690,6211,Arrest,2025-09-24,22:02,the vegetable market,806,2025-09-25,N
3855,3693,6215,Arrest,2023-01-05,20:03,the bus stand,274,2023-01-06,N
3856,3693,6216,Arrest,2023-01-06,12:13,his residence,275,2023-01-07,Y
3857,3695,6220,Arrest,2024-03-19,09:33,his residence,797,2024-03-20,N
3858,3696,6222,Surrender,2021-11-04,14:43,the village outskirts,268,2021-11-05,Y
3859,3696,6223,Arrest,2021-10-08,16:48,the taluk border check post,270,2021-10-09,Y
3860,3697,6227,Arrest,2022-06-04,15:39,his residence,159,2022-06-05,N
3861,3698,6230,Arrest,2022-04-06,21:15,the railway station,843,2022-04-07,Y
3862,3699,6231,Arrest,2022-08-21,04:48,the taluk border check post,836,2022-08-22,N
3863,3699,6233,Arrest,2022-08-05,21:30,the bus stand,840,2022-08-06,Y
3864,3700,6234,Arrest,2022-12-18,12:57,the village outskirts,844,2022-12-19,N
3865,3701,6235,Surrender,2022-09-19,07:03,the village outskirts,844,2022-09-20,Y
3866,3702,6236,Surrender,2022-03-07,20:10,his residence,835,2022-03-08,Y
3867,3702,6237,Surrender,2022-04-12,20:43,the village outskirts,842,2022-04-13,Y
3868,3704,6239,Arrest,2025-08-31,03:38,the bus stand,1698,2025-09-01,Y
3869,3705,6240,Arrest,2025-04-18,01:58,the bus stand,562,2025-04-19,Y
3870,3706,6241,Arrest,2023-08-20,00:21,his residence,1686,2023-08-21,Y
3871,3706,6242,Arrest,2023-07-29,12:24,his residence,1685,2023-07-30,N
3872,3707,6243,Arrest,2023-12-13,19:32,a lodge in the town,1785,2023-12-14,N
3873,3708,6244,Arrest,2023-08-13,18:23,a lodge in the town,808,2023-08-14,Y
3874,3709,6246,Arrest,2022-08-18,01:53,his residence,2013,2022-08-19,N
3875,3712,6250,Arrest,2022-12-10,17:12,his residence,949,2022-12-11,Y
3876,3712,6251,Surrender,2022-12-06,19:23,the railway station,945,2022-12-07,N
3877,3714,6253,Arrest,2024-05-06,18:45,the vegetable market,461,2024-05-07,Y
3878,3714,6254,Arrest,2024-03-29,09:19,the railway station,464,2024-03-30,Y
3879,3714,6255,Surrender,2024-04-06,19:02,the taluk border check post,465,2024-04-07,N
3880,3716,6257,Arrest,2024-07-10,03:27,the highway toll gate,2316,2024-07-11,N
3881,3717,6258,Arrest,2025-06-09,18:40,the highway toll gate,2181,2025-06-10,N
3882,3717,6261,Arrest,2025-06-19,12:15,the village outskirts,2180,2025-06-20,Y
3883,3718,6263,Arrest,2026-07-02,03:59,the village outskirts,937,2026-07-03,N
3884,3719,6264,Arrest,2026-03-14,07:18,the village outskirts,270,2026-03-15,N
3885,3720,6265,Arrest,2023-06-15,08:16,the village outskirts,1378,2023-06-16,N
3886,3720,6268,Surrender,2023-06-29,20:09,the bus stand,1377,2023-06-30,Y
3887,3721,6269,Arrest,2023-12-08,08:27,the highway toll gate,1378,2023-12-09,Y
3888,3722,6271,Arrest,2024-01-12,03:52,the taluk border check post,1378,2024-01-13,N
3889,3722,6272,Arrest,2024-01-12,21:53,the railway station,1380,2024-01-13,Y
3890,3723,6274,Surrender,2022-12-29,03:00,his residence,1379,2022-12-30,N
3891,3724,6275,Surrender,2023-11-26,07:18,the vegetable market,1378,2023-11-27,N
3892,3725,6278,Arrest,2023-10-11,15:32,the vegetable market,1375,2023-10-12,Y
3893,3726,6279,Arrest,2022-02-27,05:33,the railway station,2050,2022-02-28,N
3894,3728,6283,Surrender,2022-03-26,21:51,his residence,2052,2022-03-27,Y
3895,3728,6284,Arrest,2022-04-15,08:40,his residence,2047,2022-04-16,N
3896,3729,6285,Arrest,2021-08-09,06:44,the taluk border check post,1782,2021-08-10,Y
3897,3730,6289,Arrest,2021-09-24,23:07,the taluk border check post,1504,2021-09-25,Y
3898,3732,6291,Arrest,2025-03-24,21:47,his residence,475,2025-03-25,Y
3899,3734,6294,Arrest,2026-02-26,20:43,the taluk border check post,277,2026-02-27,N
3900,3735,6295,Arrest,2025-08-27,08:35,the taluk border check post,277,2025-08-28,N
3901,3735,6296,Arrest,2025-09-18,16:41,the railway station,274,2025-09-19,Y
3902,3735,6297,Arrest,2025-08-22,13:17,the bus stand,274,2025-08-23,Y
3903,3737,6299,Arrest,2023-10-30,11:42,a lodge in the town,281,2023-10-31,N
3904,3737,6300,Arrest,2023-11-25,08:30,the village outskirts,278,2023-11-26,Y
3905,3738,6301,Arrest,2025-05-31,16:31,the taluk border check post,389,2025-06-01,Y
3906,3740,6303,Surrender,2024-12-12,23:52,the taluk border check post,303,2024-12-13,N
3907,3741,6304,Arrest,2024-12-23,12:59,the vegetable market,303,2024-12-24,Y
3908,3743,6306,Arrest,2023-07-25,10:53,the vegetable market,128,2023-07-26,Y
3909,3746,6312,Arrest,2026-04-30,16:35,his residence,1283,2026-05-01,Y
3910,3747,6314,Arrest,2026-01-18,08:32,a lodge in the town,301,2026-01-19,Y
3911,3748,6315,Surrender,2023-01-22,15:38,a lodge in the town,257,2023-01-23,N
3912,3750,6317,Arrest,2025-02-10,13:15,the railway station,620,2025-02-11,N
3913,3750,6318,Arrest,2025-01-13,17:04,the taluk border check post,621,2025-01-14,N
3914,3752,6320,Arrest,2024-04-27,07:41,the bus stand,899,2024-04-28,Y
3915,3752,6321,Arrest,2024-06-08,12:20,the taluk border check post,898,2024-06-09,Y
3916,3754,6324,Arrest,2022-05-04,08:44,the highway toll gate,2222,2022-05-05,N
3917,3756,6326,Arrest,2022-10-14,12:57,the taluk border check post,2222,2022-10-15,Y
3918,3757,6328,Arrest,2026-06-09,09:24,the bus stand,500,2026-06-10,N
3919,3757,6329,Arrest,2026-06-28,23:59,the bus stand,497,2026-06-29,Y
3920,3758,6330,Arrest,2024-03-29,02:10,the highway toll gate,850,2024-03-30,N
3921,3759,6331,Surrender,2024-10-10,11:08,the railway station,1200,2024-10-11,Y
3922,3759,6332,Arrest,2024-10-23,22:55,a lodge in the town,1201,2024-10-24,Y
3923,3760,6333,Arrest,2024-11-04,10:28,the village outskirts,1200,2024-11-05,N
3924,3762,6335,Arrest,2024-12-02,14:07,his residence,1203,2024-12-03,N
3925,3763,6336,Arrest,2026-01-04,00:30,his residence,2235,2026-01-05,N
3926,3764,6337,Arrest,2022-07-26,11:35,the vegetable market,2517,2022-07-27,N
3927,3767,6340,Surrender,2024-05-03,19:09,the bus stand,1889,2024-05-04,Y
3928,3768,6341,Arrest,2022-08-24,01:18,the bus stand,1892,2022-08-25,Y
3929,3769,6342,Arrest,2025-02-11,07:40,a lodge in the town,475,2025-02-12,N
3930,3770,6343,Arrest,2025-11-19,09:35,the village outskirts,529,2025-11-20,N
3931,3771,6344,Arrest,2024-02-17,17:39,his residence,475,2024-02-18,N
3932,3772,6345,Arrest,2024-12-27,08:09,his residence,830,2024-12-28,N
3933,3773,6348,Arrest,2023-03-11,21:36,the taluk border check post,1567,2023-03-12,N
3934,3774,6350,Surrender,2021-11-27,22:34,the railway station,1420,2021-11-28,Y
3935,3777,6354,Arrest,2022-05-07,02:37,his residence,1784,2022-05-08,N
3936,3779,6356,Arrest,2024-04-17,07:39,the bus stand,221,2024-04-18,Y
3937,3780,6357,Arrest,2024-01-05,18:20,the highway toll gate,223,2024-01-06,Y
3938,3781,6358,Arrest,2025-02-02,19:05,the highway toll gate,219,2025-02-03,N
3939,3781,6359,Arrest,2025-02-10,22:13,the village outskirts,226,2025-02-11,Y
3940,3781,6361,Arrest,2025-01-29,21:34,the bus stand,220,2025-01-30,Y
3941,3782,6362,Surrender,2024-01-26,07:46,the railway station,1756,2024-01-27,N
3942,3783,6364,Arrest,2024-10-27,20:50,the taluk border check post,1525,2024-10-28,Y
3943,3783,6365,Arrest,2024-10-17,13:02,the vegetable market,1527,2024-10-18,Y
3944,3784,6366,Arrest,2024-02-05,15:10,the railway station,2118,2024-02-06,Y
3945,3785,6367,Arrest,2024-12-19,03:59,the vegetable market,262,2024-12-20,N
3946,3786,6368,Surrender,2026-02-03,00:57,a lodge in the town,262,2026-02-04,N
3947,3788,6370,Arrest,2025-08-16,13:20,a lodge in the town,1786,2025-08-17,Y
3948,3789,6371,Arrest,2025-10-07,09:22,the village outskirts,1782,2025-10-08,Y
3949,3789,6372,Surrender,2025-09-28,05:32,the taluk border check post,1781,2025-09-29,Y
3950,3790,6373,Arrest,2025-06-30,22:01,the highway toll gate,2188,2025-07-01,Y
3951,3792,6376,Arrest,2026-07-13,16:59,a lodge in the town,188,2026-07-14,Y
3952,3795,6381,Arrest,2025-04-26,02:52,the bus stand,75,2025-04-27,Y
3953,3795,6382,Arrest,2025-05-05,23:56,the highway toll gate,81,2025-05-06,Y
3954,3796,6384,Arrest,2022-09-27,00:23,a lodge in the town,1781,2022-09-28,Y
3955,3797,6385,Surrender,2023-12-15,07:33,the railway station,1334,2023-12-16,Y
3956,3798,6386,Arrest,2024-07-24,06:23,his residence,529,2024-07-25,Y
3957,3799,6388,Arrest,2024-05-31,00:24,the village outskirts,782,2024-06-01,Y
3958,3802,6391,Arrest,2024-04-30,12:03,the railway station,890,2024-05-01,N
3959,3803,6393,Surrender,2022-07-10,07:37,the railway station,895,2022-07-11,Y
3960,3803,6394,Arrest,2022-07-02,09:29,the vegetable market,888,2022-07-03,N
3961,3803,6395,Arrest,2022-07-05,01:41,his residence,893,2022-07-06,Y
3962,3803,6396,Arrest,2022-06-23,01:11,the bus stand,896,2022-06-24,Y
3963,3806,6400,Arrest,2021-07-20,08:35,the highway toll gate,175,2021-07-21,N
3964,3806,6401,Arrest,2021-07-23,10:52,the village outskirts,174,2021-07-24,N
3965,3807,6402,Arrest,2026-02-20,14:53,the bus stand,1353,2026-02-21,Y
3966,3807,6403,Arrest,2026-02-07,19:24,the bus stand,1361,2026-02-08,N
3967,3808,6404,Surrender,2026-02-09,19:38,the village outskirts,265,2026-02-10,Y
3968,3810,6407,Surrender,2022-07-17,00:59,the vegetable market,1293,2022-07-18,N
3969,3811,6408,Arrest,2024-03-09,16:19,his residence,611,2024-03-10,N
3970,3811,6409,Arrest,2024-03-19,10:05,the village outskirts,612,2024-03-20,Y
3971,3813,6411,Arrest,2025-06-19,17:56,a lodge in the town,178,2025-06-20,Y
